epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,time,seed,best_model_from
37,0.3391907884524419,0.34832599964258354,0.21840359923439526,0.1495305959651825,0.10887906119936247,0.1532245438327193,0.3479165815338403,0.3704647102990688,0.22928216211862784,0.15473760647178525,0.11138186221381968,0.1585475986143004,0.3546901417201311,Mon Jul 25 10:14:14 2022,9223,val
17,1.1834058023416079,0.3487825691972146,0.21618083844570177,0.144887490314388,0.10457237319467373,0.1508831047106162,0.3386626621951875,0.38804754289550525,0.24369953760758237,0.1675389215847961,0.12461836557562492,0.16601233618860112,0.3612140308532542,Mon Jul 25 10:14:14 2022,9223,test
