epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,time,seed,best_model_from
91,0.06711925984575198,0.4033742331288018,0.2481537574303548,0.16785916106604443,0.12063855687447939,0.16339582327494684,0.3292898452297762,0.3974481924696494,0.24249238352915997,0.16155013482871747,0.1137485412281822,0.17398797265023158,0.3435869125009738,Sat Jun 18 05:29:27 2022,9223,val
23,0.8096091641829564,0.3621275747746258,0.22176565845572765,0.1514958344113021,0.11057110911857387,0.15356038760960428,0.3389607379217257,0.40406225004117446,0.25540419390935365,0.18331076789715078,0.14115452391394653,0.17029362941155102,0.3647433840027416,Sat Jun 18 05:29:27 2022,9223,test
