epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,time,seed,best_model_from
10,1.4848465662736159,0.289924449427359,0.20454578656886213,0.15675076638285604,0.13177143340857309,0.14293565518839577,0.5403417504778136,0.35209309192229277,0.24440580731117728,0.1842385584550566,0.15531460458686816,0.16027646047751667,0.5634622716553056,Mon Sep 19 17:55:13 2022,9223,val
11,1.3936606746453506,0.2885094570997645,0.19901045093490685,0.15077915361134978,0.12643044270038398,0.13621828294641883,0.5306468776036293,0.359841821088511,0.2487143536242152,0.18828550545781855,0.1591593583010239,0.15990006597238055,0.5592068080742861,Mon Sep 19 17:55:13 2022,9223,test
