epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,time,seed,best_model_from
40,0.22599047731894714,0.38304759732511034,0.2384974782373884,0.17037203720284413,0.1310212960260985,0.15799253602285393,0.342398668202045,0.41535955265315927,0.25829976876924937,0.18115342948802574,0.13627645143028114,0.16827592447538256,0.35609864219879805,Mon Aug 15 00:04:44 2022,9223,val
14,1.0973850484077747,0.3985939930074135,0.2369106054683695,0.15576620865321325,0.10905564960558026,0.15927686998779528,0.3481786028740837,0.4468950695394874,0.28831879235665026,0.20949036504181381,0.16177199615468627,0.18286147930990532,0.38023346607060005,Mon Aug 15 00:04:44 2022,9223,test
