epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,time,seed,best_model_from
23,0.7069318562746048,0.37920875376498886,0.23193986869616898,0.1610438947379832,0.12062717347188828,0.15582113558727825,0.35300325936190785,0.41583817872094564,0.25984082517232243,0.18472142995900637,0.14146219241056257,0.1692812434739187,0.3647966609293343,Mon Aug 22 09:49:13 2022,9223,val
34,0.34210482216798344,0.3831681899786761,0.2324965298757171,0.1578698097773873,0.1134423637029854,0.15670773060248633,0.3340409017793342,0.42013529229779684,0.26614555149691616,0.18954090221054717,0.14424228652397686,0.17251072209594936,0.3590128298661112,Mon Aug 22 09:49:13 2022,9223,test
