epoch,train_loss,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,time,seed,best_model_from
92,0.061028711096598555,0.19218509480042387,0.10708387571347228,0.04110898690413976,0.018508445295719902,0.06692992289792256,0.3631855969374794,0.18967616264908943,0.10558369933969482,0.035700630659963,0.015490104272809925,0.07627628853389706,0.3800891107557334,Sat Sep 17 11:21:17 2022,9223,val
31,0.408539280295372,0.14150436036540667,0.07027952635851407,0.027635331399223716,2.1118957269772986e-06,0.04275398333849662,0.334603533166749,0.15702091595466672,0.08189521051367087,0.036422425592159545,0.01923775902521368,0.04935638035030718,0.3459263201826567,Sat Sep 17 11:21:17 2022,9223,test
